csv_code,baseline_auc,permuted_auc,auc_drop,baseline_accuracy,permuted_accuracy,accuracy_drop,ref_id,variable,survey_year,feature_group,question
C2435300,0.9493346097109319,0.9492299885962985,0.0001046211146333853,0.8884397736459175,0.8900565885206144,-0.0016168148746968924,C24353.00,MS2-28,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y0375200,0.9493346097109319,0.9492299885962985,0.0001046211146333853,0.8884397736459175,0.8884397736459175,0.0,Y03752.00,YASR-61E,1994,prior delinquency/contact,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON
S0062300,0.9493346097109319,0.9492352196520302,9.939005890169383e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,S00623.00,P2Q38F,1995,school/achievement,PRINCIPAL #2: SCHOOL PROBLEM - DEGREE OF ROBBERY OR THEFT
C2433100,0.9493346097109319,0.9492352196520302,9.939005890169383e-05,0.8884397736459175,0.8884397736459175,0.0,C24331.00,MS2-06,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C5190200,0.9493346097109319,0.9492352196520302,9.939005890169383e-05,0.8884397736459175,0.8868229587712207,0.0016168148746967814,C51902.00,MS-BPI-06,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y0970200,0.9493346097109319,0.949237835179896,9.67745310358481e-05,0.8884397736459175,0.8884397736459175,0.0,Y09702.00,YASR-66,1998,prior delinquency/contact,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM
Y3396400,0.9493346097109319,0.949237835179896,9.67745310358481e-05,0.8884397736459175,0.8884397736459175,0.0,Y33964.00,Q4-5AA,2016,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
Y2939300,0.9493346097109319,0.9492404507077619,9.415900317000236e-05,0.8884397736459175,0.8884397736459175,0.0,Y29393.00,Q16-11D,2012,other,TREATMENT BY OTHERS:  HOW OFTEN PEOPLE HAVE ACTED AS IF THEY THINK
Y3586405,0.9493346097109319,0.9492430662356277,9.154347530415663e-05,0.8884397736459175,0.8884397736459175,0.0,Y35864.05,Q13-3A.02~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586303,0.9493346097109319,0.9492430662356277,9.154347530415663e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,Y35863.03,Q13-3A.01~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y0673400,0.9493346097109319,0.9492430662356277,9.154347530415663e-05,0.8884397736459175,0.8884397736459175,0.0,Y06734.00,YASR-66D,1996,prior delinquency/contact,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY
Y0379900,0.9493346097109319,0.9492456817634936,8.89279474383109e-05,0.8884397736459175,0.8884397736459175,0.0,Y03799.00,YASR-66F,1994,prior delinquency/contact,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING
C0733300,0.9493346097109319,0.9492482972913593,8.631241957257618e-05,0.8884397736459175,0.8884397736459175,0.0,C07333.00,CS884252,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED MARIJUANA
C0994500,0.9493346097109319,0.9492482972913593,8.631241957257618e-05,0.8884397736459175,0.8884397736459175,0.0,C09945.00,ANTIP1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C3608100,0.9493346097109319,0.9492482972913593,8.631241957257618e-05,0.8884397736459175,0.8884397736459175,0.0,C36081.00,BPEXTR2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C1798900,0.9493346097109319,0.9492482972913593,8.631241957257618e-05,0.8884397736459175,0.8884397736459175,0.0,C17989.00,BPMIS21998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C0733500,0.9493346097109319,0.9492509128192251,8.369689170673045e-05,0.8884397736459175,0.8884397736459175,0.0,C07335.00,CS884255,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: USED OTHER DRUGS IN THE PAST 3 MONTHS
Y1176800,0.9493346097109319,0.9492509128192251,8.369689170673045e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,Y11768.00,YASR-65A~000001,2000,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
C2796900,0.9493346097109319,0.9492509128192251,8.369689170673045e-05,0.8884397736459175,0.8884397736459175,0.0,C27969.00,BPEXTP2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C1927700,0.9493346097109319,0.949253528347091,8.108136384088471e-05,0.8884397736459175,0.8884397736459175,0.0,C19277.00,CS98040E,1998,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
Y2345100,0.9493346097109319,0.949253528347091,8.108136384088471e-05,0.8884397736459175,0.8884397736459175,0.0,Y23451.00,Q4-5AB,2010,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y0967600,0.9493346097109319,0.949253528347091,8.108136384088471e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,Y09676.00,YASR-61O,1998,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN LAST YEAR HURT SOMEONE ENOUGH TO
C3947400,0.9493346097109319,0.949253528347091,8.108136384088471e-05,0.8884397736459175,0.8884397736459175,0.0,C39474.00,MS-BPI-19,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
S0063200,0.9493346097109319,0.9492587594028227,7.585030810919324e-05,0.8884397736459175,0.8868229587712207,0.0016168148746967814,S00632.00,P2Q38O,1995,school/achievement,PRINCIPAL #2: SCHOOL PROBLEM - DEGREE OF POSSESSION OF WEAPONS
Y1668802,0.9493346097109319,0.9492587594028227,7.585030810919324e-05,0.8884397736459175,0.8884397736459175,0.0,Y16688.02,YASR-65A~000003,2004,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
C3609200,0.9493346097109319,0.9492587594028227,7.585030810919324e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C36092.00,ANTIZX2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
Y2258200,0.9493346097109319,0.9492613749306885,7.323478024334751e-05,0.8884397736459175,0.8884397736459175,0.0,Y22582.00,YASR-66,2008,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
C1197414,0.9493346097109319,0.9492613749306885,7.323478024334751e-05,0.8884397736459175,0.8884397736459175,0.0,C11974.14,BPEXTR1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
Y0966400,0.9493346097109319,0.9492613749306885,7.323478024334751e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,Y09664.00,YASR-61B,1998,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT
C5190000,0.9493346097109319,0.9492613749306885,7.323478024334751e-05,0.8884397736459175,0.8884397736459175,0.0,C51900.00,MS-BPI-04,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C3104300,0.9493346097109319,0.9492639904585544,7.061925237750177e-05,0.8884397736459175,0.8884397736459175,0.0,C31043.00,BPMIS22006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C6100500,0.9493346097109319,0.9492639904585544,7.061925237750177e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C61005.00,MS-BPI-11,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y0968700,0.9493346097109319,0.9492639904585544,7.061925237750177e-05,0.8884397736459175,0.8884397736459175,0.0,Y09687.00,YASR-65A~000004,1998,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN
Y2258100,0.9493346097109319,0.9492666059864202,6.800372451165604e-05,0.8884397736459175,0.8884397736459175,0.0,Y22581.00,YASR-65A~000001,2008,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
C2526100,0.9493346097109319,0.9492666059864202,6.800372451165604e-05,0.8884397736459175,0.8884397736459175,0.0,C25261.00,ANTIP2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
Y0969200,0.9493346097109319,0.9492666059864202,6.800372451165604e-05,0.8884397736459175,0.8884397736459175,0.0,Y09692.00,YASR-65A~000009,1998,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?
C6052700,0.9493346097109319,0.949269221514286,6.53881966458103e-05,0.8884397736459175,0.8884397736459175,0.0,C60527.00,BPEXTR2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C0942700,0.9493346097109319,0.949269221514286,6.53881966458103e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C09427.00,CS906619,1990,school/achievement,CHILD SELF-ADMINISTERED: DAMAGED SCHOOL PROPERTY ON PURPOSE
C5808100,0.9493346097109319,0.949269221514286,6.53881966458103e-05,0.8884397736459175,0.8884397736459175,0.0,C58081.00,ANTIZ2014,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C1977900,0.9493346097109319,0.949269221514286,6.53881966458103e-05,0.8884397736459175,0.8884397736459175,0.0,C19779.00,MS984010,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C1532700,0.9493346097109319,0.949269221514286,6.53881966458103e-05,0.8884397736459175,0.8884397736459175,0.0,C15327.00,CS96H-22,1996,health,HEALTH: CHILD HEIGHT - FEET
Y0968600,0.9493346097109319,0.9492718370421519,6.277266877996457e-05,0.8884397736459175,0.8884397736459175,0.0,Y09686.00,YASR-65A~000003,1998,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF THEFT?
C0576705,0.9493346097109319,0.9492718370421519,6.277266877996457e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C05767.05,BPEXTP1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C3986700,0.9493346097109319,0.9492718370421519,6.277266877996457e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C39867.00,BPEXTR2010,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
S0013300,0.9493346097109319,0.9492718370421519,6.277266877996457e-05,0.8884397736459175,0.8868229587712207,0.0016168148746967814,S00133.00,C1Q59,1995,school/achievement,SCHOOLING #1: AMOUNT OF HOMEWORK ASSIGNED AT GRADE LEVEL
C1137200,0.9493346097109319,0.9492718370421519,6.277266877996457e-05,0.8884397736459175,0.8884397736459175,0.0,C11372.00,CS926762,1992,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y0376800,0.9493346097109319,0.9492718370421519,6.277266877996457e-05,0.8884397736459175,0.8884397736459175,0.0,Y03768.00,YASR-62A,1994,prior delinquency/contact,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC
Y2875605,0.9493346097109319,0.9492718370421519,6.277266877996457e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,Y28756.05,Q13-3A.02~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C1185100,0.9493346097109319,0.9492744525700176,6.0157140914229856e-05,0.8884397736459175,0.8884397736459175,0.0,C11851.00,MS921419,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y1668800,0.9493346097109319,0.9492744525700176,6.0157140914229856e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,Y16688.00,YASR-65A~000001,2004,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
C0574100,0.9493346097109319,0.9492744525700176,6.0157140914229856e-05,0.8884397736459175,0.8884397736459175,0.0,C05741.00,ANTIP1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C1977500,0.9493346097109319,0.9492744525700176,6.0157140914229856e-05,0.8884397736459175,0.8868229587712207,0.0016168148746967814,C19775.00,MS984006,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C0564500,0.9493346097109319,0.9492744525700176,6.0157140914229856e-05,0.8884397736459175,0.8868229587712207,0.0016168148746967814,C05645.00,MS860523,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C1137500,0.9493346097109319,0.9492744525700176,6.0157140914229856e-05,0.8884397736459175,0.8884397736459175,0.0,C11375.00,CS926768,1992,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
C1933400,0.9493346097109319,0.9492770680978835,5.754161304838412e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,C19334.00,CS98063,1998,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
C2760900,0.9493346097109319,0.9492796836257493,5.492608518253839e-05,0.8884397736459175,0.8884397736459175,0.0,C27609.00,CSAS024A,2002,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON
C2796400,0.9493346097109319,0.9492796836257493,5.492608518253839e-05,0.8884397736459175,0.8884397736459175,0.0,C27964.00,BPEXTR2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
Y3246105,0.9493346097109319,0.9492796836257493,5.492608518253839e-05,0.8884397736459175,0.8884397736459175,0.0,Y32461.05,Q13-3A.03~000006,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586505,0.9493346097109319,0.9492796836257493,5.492608518253839e-05,0.8884397736459175,0.8884397736459175,0.0,Y35865.05,Q13-3A.03~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y0969700,0.9493346097109319,0.9492796836257493,5.492608518253839e-05,0.8884397736459175,0.8884397736459175,0.0,Y09697.00,YASR-65B,1998,prior delinquency/contact,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?
Y3246903,0.9493346097109319,0.9492796836257493,5.492608518253839e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,Y32469.03,Q13-3C.05~000010,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C5530600,0.9493346097109319,0.9492796836257493,5.492608518253839e-05,0.8884397736459175,0.8884397736459175,0.0,C55306.00,BPMIS22012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C2797300,0.9493346097109319,0.949284914681481,4.969502945084692e-05,0.8884397736459175,0.8884397736459175,0.0,C27973.00,ANTIPX2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C3105400,0.9493346097109319,0.949284914681481,4.969502945084692e-05,0.8884397736459175,0.8884397736459175,0.0,C31054.00,ANTIP2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C1636600,0.9493346097109319,0.9492875302093469,4.707950158500118e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,C16366.00,MS961433,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C3049700,0.9493346097109319,0.9492875302093469,4.707950158500118e-05,0.8884397736459175,0.8884397736459175,0.0,C30497.00,CSAS056B,2004,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
Y3662000,0.9493346097109319,0.9492875302093469,4.707950158500118e-05,0.8884397736459175,0.8900565885206144,-0.0016168148746968924,Y36620.00,YASR-10-1,2016,other,HOW MANY HOURS IN A TYPICAL WEEK R WATCHES TV (CATEGORICAL)
C1140000,0.9493346097109319,0.9492875302093469,4.707950158500118e-05,0.8884397736459175,0.8884397736459175,0.0,C11400.00,CS926857,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: HAS CHILD DRUNK ALCOHOL IN THE PAST 3
Y0668900,0.9493346097109319,0.9492875302093469,4.707950158500118e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,Y06689.00,YASR-61E,1996,prior delinquency/contact,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON
C2526300,0.9493346097109319,0.9492901457372127,4.446397371915545e-05,0.8884397736459175,0.8884397736459175,0.0,C25263.00,ANTIZ2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
Y1417400,0.9493346097109319,0.9492901457372127,4.446397371915545e-05,0.8884397736459175,0.8884397736459175,0.0,Y14174.00,YASR-65A~000001,2002,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
C2525700,0.9493346097109319,0.9492901457372127,4.446397371915545e-05,0.8884397736459175,0.8868229587712207,0.0016168148746967814,C25257.00,BPEXTZ2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
Y3670801,0.9493346097109319,0.9492901457372127,4.446397371915545e-05,0.8884397736459175,0.8884397736459175,0.0,Y36708.01,YASR-60B-J~000002,2016,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
C3050500,0.9493346097109319,0.9492927612650786,4.184844585330971e-05,0.8884397736459175,0.8884397736459175,0.0,C30505.00,CSAS063,2004,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
C0984700,0.9493346097109319,0.9492927612650786,4.184844585330971e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C09847.00,MS901341,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C2738500,0.9493346097109319,0.9492927612650786,4.184844585330971e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C27385.00,BPI-13,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C1197415,0.9493346097109319,0.9492953767929444,3.923291798746398e-05,0.8884397736459175,0.8900565885206144,-0.0016168148746968924,C11974.15,BPEXTP1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
Y2877903,0.9493346097109319,0.9492953767929444,3.923291798746398e-05,0.8884397736459175,0.8884397736459175,0.0,Y28779.03,Q13-3F.01~000028,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y1890600,0.9493346097109319,0.9492953767929444,3.923291798746398e-05,0.8884397736459175,0.8900565885206144,-0.0016168148746968924,Y18906.00,Q14-14G,2006,health,USUAL PLACE R GOES FOR MEDICAL TREATMENT WHEN HAS ILLNESS OR INJURY
C2497400,0.9493346097109319,0.9492979923208101,3.6617390121729265e-05,0.8884397736459175,0.8884397736459175,0.0,C24974.00,ANTI2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
Y2875603,0.9493346097109319,0.9492979923208101,3.6617390121729265e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,Y28756.03,Q13-3A.02~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C0575500,0.9493346097109319,0.949300607848676,3.400186225588353e-05,0.8884397736459175,0.8884397736459175,0.0,C05755.00,ANTIPX1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C0997104,0.9493346097109319,0.9493032233765418,3.1386334390037796e-05,0.8884397736459175,0.8884397736459175,0.0,C09971.04,BPEXTR1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C1435000,0.9493346097109319,0.9493032233765418,3.1386334390037796e-05,0.8884397736459175,0.8884397736459175,0.0,C14350.00,MS941433,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y0954700,0.9493346097109319,0.9493032233765418,3.1386334390037796e-05,0.8884397736459175,0.8884397736459175,0.0,Y09547.00,YASR-24A,1998,substance/risk behavior,YA SELF-REPORT:  HAVE YOU EVER USED MARIJUANA
C1140400,0.9493346097109319,0.9493058389044077,2.877080652419206e-05,0.8884397736459175,0.8884397736459175,0.0,C11404.00,CS926865,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: CHILD'S AGE WHEN FIRST USED MARIJUANA
C0565200,0.9493346097109319,0.9493058389044077,2.877080652419206e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,C05652.00,MS860530,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C1638800,0.9493346097109319,0.9493058389044077,2.877080652419206e-05,0.8884397736459175,0.8884397736459175,0.0,C16388.00,MS961513,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y0969500,0.9493346097109319,0.9493058389044077,2.877080652419206e-05,0.8884397736459175,0.8884397736459175,0.0,Y09695.00,YASR-65A~000012,1998,substance/risk behavior,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER
C3370200,0.9493346097109319,0.9493058389044077,2.877080652419206e-05,0.8884397736459175,0.8884397736459175,0.0,C33702.00,CSAS057B,2006,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN
C6053800,0.9493346097109319,0.9493058389044077,2.877080652419206e-05,0.8884397736459175,0.8884397736459175,0.0,C60538.00,ANTIZX2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C3608700,0.9493346097109319,0.9493058389044077,2.877080652419206e-05,0.8884397736459175,0.8884397736459175,0.0,C36087.00,BPEXTZ2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
Y3586904,0.9493346097109319,0.9493084544322735,2.6155278658346326e-05,0.8884397736459175,0.8884397736459175,0.0,Y35869.04,Q13-3C.01~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y0378700,0.9493346097109319,0.9493084544322735,2.6155278658346326e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,Y03787.00,YASR-67,1994,prior delinquency/contact,YA SELF-REPORT: EVER BEEN ON PROBATION?
Y3246303,0.9493346097109319,0.9493084544322735,2.6155278658346326e-05,0.8884397736459175,0.8884397736459175,0.0,Y32463.03,Q13-3A.05~000004,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C0945000,0.9493346097109319,0.9493110699601394,2.353975079250059e-05,0.8884397736459175,0.8884397736459175,0.0,C09450.00,CS906665,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED MARIJUANA
C6053600,0.9493346097109319,0.9493110699601394,2.353975079250059e-05,0.8884397736459175,0.8884397736459175,0.0,C60536.00,ANTIPX2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
Y1417402,0.9493346097109319,0.9493110699601394,2.353975079250059e-05,0.8884397736459175,0.8884397736459175,0.0,Y14174.02,YASR-65A~000003,2002,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y3587500,0.9493346097109319,0.9493110699601394,2.353975079250059e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,Y35875.00,Q13-3D.01~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y0969000,0.9493346097109319,0.9493110699601394,2.353975079250059e-05,0.8884397736459175,0.8884397736459175,0.0,Y09690.00,YASR-65A~000007,1998,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR
C0576200,0.9493346097109319,0.9493110699601394,2.353975079250059e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,C05762.00,ANTIZX1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
Y1942100,0.9493346097109319,0.9493110699601394,2.353975079250059e-05,0.8884397736459175,0.8884397736459175,0.0,Y19421.00,YASR-65A~000001,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
C5965500,0.9493346097109319,0.9493136854880052,2.0924222926654856e-05,0.8884397736459175,0.8884397736459175,0.0,C59655.00,CSAS024A,2014,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON
Y3246305,0.9493346097109319,0.9493136854880052,2.0924222926654856e-05,0.8884397736459175,0.8884397736459175,0.0,Y32463.05,Q13-3A.05~000006,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C1797300,0.9493346097109319,0.9493136854880052,2.0924222926654856e-05,0.8884397736459175,0.8884397736459175,0.0,C17973.00,ANTIZX1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
Y2341500,0.9493346097109319,0.9493136854880052,2.0924222926654856e-05,0.8884397736459175,0.889248181083266,-0.0008084074373484462,Y23415.00,Q3-65~000001,2010,other,HOW FREQUENTLY R AND SPOUSE/PARTNER ARGUE ABOUT CHORES AND
Y0377700,0.9493346097109319,0.9493136854880052,2.0924222926654856e-05,0.8884397736459175,0.8876313662085691,0.0008084074373484462,Y03777.00,YASR-65A~000005,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?
C0944900,0.9493346097109319,0.9493136854880052,2.0924222926654856e-05,0.8884397736459175,0.8884397736459175,0.0,C09449.00,CS906663,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R USED MARIJUANA IN THE PAST 3 MONTHS
